"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"1531","La Fuente,C.","Mariscal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"1541","La Fuente,C.","Sandoval,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"1551","La Fuente,C.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"1561","La Fuente,C.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"157","La Fuente,C.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"158","La Fuente,C.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"159","La Fuente,C.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2231","Andrade,R.","Arevalo,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2241","Andrade,R.","Pantoja,S.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2251","Andrade,R.","Mariscal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2261","Andrade,R.","Sandoval,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2271","Andrade,R.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2281","Andrade,R.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"229","Andrade,R.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"230","Andrade,R.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"231","Andrade,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2951","Arevalo,R.","Pantoja,S.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2961","Arevalo,R.","Mariscal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2971","Arevalo,R.","Sandoval,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2981","Arevalo,R.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"2991","Arevalo,R.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"300","Arevalo,R.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"301","Arevalo,R.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"302","Arevalo,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"3661","Pantoja,S.","Mariscal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"3671","Pantoja,S.","Sandoval,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"3681","Pantoja,S.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"3691","Pantoja,S.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"370","Pantoja,S.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"371","Pantoja,S.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"372","Pantoja,S.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"4361","Mariscal,R.","Sandoval,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"4371","Mariscal,R.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"4381","Mariscal,R.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"439","Mariscal,R.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"440","Mariscal,R.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"441","Mariscal,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"5051","Sandoval,R.","Iriarte,F.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"5061","Sandoval,R.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"507","Sandoval,R.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"508","Sandoval,R.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"509","Sandoval,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"5731","Iriarte,F.","Angles,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"574","Iriarte,F.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"575","Iriarte,F.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"576","Iriarte,F.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"640","Angles,R.","Chamon,V.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"641","Angles,R.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"642","Angles,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"706","Chamon,V.","Carvajal,R.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"707","Chamon,V.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"771","Carvajal,R.","Morgado,M.G.",2000,"Submitted (15-MAR-2000) Immunology, Oswaldo Cruz Institute -	FIOCRUZ, Av. Brasil 4365 - Manguinhos, Rio de Janeiro, RJ	21045-900, Brazil","Human immunodeficiency virus 1","Viruses",11676
"14","Martinez,M.A.","Cabana,M.",2000,"Submitted (27-MAR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"24","Martinez,M.A.","Clotet,B.",2000,"Submitted (27-MAR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"763","Cabana,M.","Clotet,B.",2000,"Submitted (27-MAR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"15","Martinez,M.A.","Cabana,M.",2000,"Submitted (05-APR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"25","Martinez,M.A.","Clotet,B.",2000,"Submitted (05-APR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"764","Cabana,M.","Clotet,B.",2000,"Submitted (05-APR-2000) Laboratori de Retrovirologia, Fundacio	IRSI-CAIXA, Hospital Universitari Germans Trias i Pujol, Badalona,	Barcelona 08916, Spain","Human immunodeficiency virus 1","Viruses",11676
"16","Guenthard,H.F.","Leigh-Brown,A.J.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"26","Guenthard,H.F.","D'Aquila,R.T.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"33","Guenthard,H.F.","Johnson,V.A.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"43","Guenthard,H.F.","Kuritzkes,D.R.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"53","Guenthard,H.F.","Richman,D.D.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"62","Guenthard,H.F.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"765","Leigh-Brown,A.J.","D'Aquila,R.T.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"773","Leigh-Brown,A.J.","Johnson,V.A.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"782","Leigh-Brown,A.J.","Kuritzkes,D.R.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"792","Leigh-Brown,A.J.","Richman,D.D.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"802","Leigh-Brown,A.J.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"1502","D'Aquila,R.T.","Johnson,V.A.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"1512","D'Aquila,R.T.","Kuritzkes,D.R.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"1522","D'Aquila,R.T.","Richman,D.D.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"1532","D'Aquila,R.T.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"2232","Johnson,V.A.","Kuritzkes,D.R.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"2242","Johnson,V.A.","Richman,D.D.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"2252","Johnson,V.A.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"2952","Kuritzkes,D.R.","Richman,D.D.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"2962","Kuritzkes,D.R.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"3662","Richman,D.D.","Wong,J.K.",2000,"Submitted (09-MAY-2000) Departments of Pathology and Medicine,	University of California at San Diego, 9500 Gilman Drive, La Jolla,	CA 92093, USA","Human immunodeficiency virus 1","Viruses",11676
"17","Lee,C.-N.","Chen,M.-Y.",2000,"Submitted (03-JAN-2000) School of Medical Technology, College of	Medicine, National Taiwan University, No. 1, Chang-Te St., Taipei,	Taiwan 100, R. O. C.","Human immunodeficiency virus 1","Viruses",11676
"18","Masciotra,S.","Livellara,B.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"27","Masciotra,S.","Belloso,W.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"34","Masciotra,S.","Clara,L.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"44","Masciotra,S.","Tanuri,A.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"54","Masciotra,S.","Ramos,A.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"63","Masciotra,S.","Baggs,J.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
"72","Masciotra,S.","Lal,R.",2000,"Submitted (04-JAN-2000) HIV/Retrovisus Disease Branch, DASTLR,	Centers for Disease Control and Prevention, 1600 Clifton Road, Mail	Stop G-19, Atlanta, Georgia 30333, USA","Human immunodeficiency virus 1","Viruses",11676
